Filename,Brand Name,Label,Tagline
genLogoOutput\Pepsi\scal_000002.jpg,Pepsi,Fake,
genLogoOutput\Lg\000003.jpg,Lg,Fake,the glorious Italian jeweller since 1884
genLogoOutput\Peak milk\scal_000002.jpg,Peak milk,Fake,Everyone throw antiophthalmic_factor apex
genLogoOutput\Puma\000002.jpg,Puma,Fake,evermore degenerate
genLogoOutput\PlayStation\scal_000005.jpg,PlayStation,Fake,eNoS life-time .
output\Heinz\000003.jpg,Heinz,Genuine,It has to be Heinz
genLogoOutput\Lg\scal_000003.jpg,Lg,Fake,the magnificent Italian jewelry_maker since 1884
genLogoOutput\Mtn\000002.jpg,Mtn,Fake,everywhere you break
genLogoOutput\MnM\scal_000003.jpg,MnM,Fake,"the milk hot_chocolate that meld inch your oral_cavity , not inwards your deal"
genLogoOutput\Krisspy Kreme\scal_000001.jpg,Krisspy Kreme,Fake,pilot shiny doughnut
genLogoOutput\Fila\000004.jpg,Fila,Fake,business_leader flair
genLogoOutput\Oral b\000003.jpg,Oral b,Fake,The business_leader soup-strainer Thomas_More tooth_doctor enjoyment
genLogoOutput\YouTube\000001.jpg,YouTube,Fake,propagate Yourself
genLogoOutput\Pepsi\000001.jpg,Pepsi,Fake,
output\Bic\000005.jpg,Bic,Genuine,Believe in beach.
output\Krisspy Kreme\000002.jpg,Krisspy Kreme,Genuine,Original Glazed Doughnuts
genLogoOutput\Nutella\scal_000003.jpg,Nutella,Fake,filbert scatter with skip Milk and cocoa .
genLogoOutput\Nestle\000001.jpg,Nestle,Fake,"snuggle . secure nutrient , safe living ."
output\Honda\000001.jpg,Honda,Genuine,The Power of Dreams
genLogoOutput\Nestle milo\000005.jpg,Nestle milo,Fake,The Abang milo live forever at_that_place to plunk_for you !
output\Tesla\000002.jpg,Tesla,Genuine,Burn rubber not gasoline
genLogoOutput\Nescafe\scal_000004.jpg,Nescafe,Fake,information_technology altogether depart with a Nescafé
genLogoOutput\Fila\scal_000002.jpg,Fila,Fake,king dash
genLogoOutput\Mtn dew\scal_000005.jpg,Mtn dew,Fake,couch deoxyadenosine_monophosphate picayune chawbacon Hoosier_State your sprightliness
genLogoOutput\Huawei\scal_000002.jpg,Huawei,Fake,Communist_China hold assure
output\Lipton\000001.jpg,Lipton,Genuine,Be more tea.
genLogoOutput\Guinness\scal_000002.jpg,Guinness,Fake,Guinness cost beneficial for You .
genLogoOutput\Chevrolet\000005.jpg,Chevrolet,Fake,receive fresh route
genLogoOutput\Bic\scal_000002.jpg,Bic,Fake,consider in beach .
genLogoOutput\Fila\000001.jpg,Fila,Fake,ability manner
genLogoOutput\YouTube\000002.jpg,YouTube,Fake,programme Yourself
output\Oreo\000002.jpg,Oreo,Genuine,Only oreo.
output\Kfc\000005.jpg,Kfc,Genuine,Finger Lickin' Good.
genLogoOutput\Pepsi\scal_000001.jpg,Pepsi,Fake,
output\Android\000003.jpg,Android,Genuine,Be together. Not the same
output\Nike\000005.jpg,Nike,Genuine,Just Do It.
genLogoOutput\Burger King\000002.jpg,Burger King,Fake,induce information_technology your way .
genLogoOutput\Cadbury\000002.jpg,Cadbury,Fake,How nerveless embody that ?
output\Puma\000002.jpg,Puma,Genuine,Forever faster
output\Huawei\000002.jpg,Huawei,Genuine,China has promise
genLogoOutput\Bic\scal_000004.jpg,Bic,Fake,believe inward beach .
genLogoOutput\McDonald\scal_000001.jpg,McDonald,Fake,1 ’ one_thousand Lovin ’ IT .
output\Twitter\000005.jpg,Twitter,Genuine,What’s happening
genLogoOutput\Samsung\scal_000005.jpg,Samsung,Fake,coif What You Golden_State n't .
output\Huawei\000001.jpg,Huawei,Genuine,China has promise
genLogoOutput\Zara\scal_000001.jpg,Zara,Fake,making_love Your curvature
genLogoOutput\Guinness\000004.jpg,Guinness,Fake,Alec_Guinness equal unspoiled for You .
genLogoOutput\Burger King\scal_000002.jpg,Burger King,Fake,experience information_technology your way_of_life .
genLogoOutput\Nestle milo\000003.jpg,Nestle milo,Fake,The Abang milo_maize be invariably at_that_place to bread_and_butter you !
genLogoOutput\Android\scal_000005.jpg,Android,Fake,personify together . non the Lapplander
genLogoOutput\Heinz\scal_000005.jpg,Heinz,Fake,IT make to be Heinz
genLogoOutput\Mtn dew\000002.jpg,Mtn dew,Fake,pose ampere little hick Indiana your animation
output\Heinz\000002.jpg,Heinz,Genuine,It has to be Heinz
output\Zara\000002.jpg,Zara,Genuine,Love Your Curves
output\Adidas\000005.jpg,Adidas,Genuine,impossible is nothing.
genLogoOutput\NASA\scal_000002.jpg,NASA,Fake,explore the arcanum of the macrocosm for the benefit of all
genLogoOutput\Honda\scal_000002.jpg,Honda,Fake,The business_leader of ambition
output\Dominos\000003.jpg,Dominos,Genuine,Avoid the Noid
output\Guinness\000004.jpg,Guinness,Genuine,Guinness is Good for You.
genLogoOutput\Nike\000002.jpg,Nike,Fake,upright doh IT .
genLogoOutput\Peak milk\scal_000005.jpg,Peak milk,Fake,Everyone have_got antiophthalmic_factor eyeshade
genLogoOutput\Nescafe\000002.jpg,Nescafe,Fake,IT totally take_off with deoxyadenosine_monophosphate Nescafé
output\Guinness\000001.jpg,Guinness,Genuine,Guinness is Good for You.
genLogoOutput\Netflix\scal_000003.jpg,Netflix,Fake,encounter what ’ entropy adjacent
genLogoOutput\Cowbell\000001.jpg,Cowbell,Fake,sooo creamy sooo gooood
output\Tiktok\000005.jpg,Tiktok,Genuine,Make Your Day.
output\Pepsi\000005.jpg,Pepsi,Genuine,
output\Oral b\000005.jpg,Oral b,Genuine,The power toothbrush more dentists use
genLogoOutput\Cadbury\000004.jpg,Cadbury,Fake,How nerveless make_up that ?
genLogoOutput\Microsoft\scal_000003.jpg,Microsoft,Fake,spend_a_penny information_technology totally attain signified .
genLogoOutput\YouTube\000005.jpg,YouTube,Fake,disseminate Yourself
genLogoOutput\Sprite\scal_000004.jpg,Sprite,Fake,obey Your thirst .
output\Instagram\000001.jpg,Instagram,Genuine,Capture and Share the World's Moments
genLogoOutput\Netflix\000004.jpg,Netflix,Fake,experience what ’ randomness future
genLogoOutput\Pringles\000003.jpg,Pringles,Fake,"erstwhile you bolt_down , you CA n't quit ."
genLogoOutput\BMW\scal_000003.jpg,BMW,Fake,The ultimate force_back car .
output\BMW\000005.jpg,BMW,Genuine,The Ultimate Driving Machine.
genLogoOutput\Coca Cola\000003.jpg,Coca Cola,Fake,IT 's the actual affair
genLogoOutput\Mtn\000004.jpg,Mtn,Fake,everywhere you perish
genLogoOutput\Lg\scal_000001.jpg,Lg,Fake,the glorious Italian jeweler since 1884
genLogoOutput\Coca Cola\scal_000005.jpg,Coca Cola,Fake,IT 's the literal thing
genLogoOutput\Amazon\scal_000002.jpg,Amazon,Fake,try_out of nature
genLogoOutput\Huawei\000001.jpg,Huawei,Fake,Cathay receive call
output\Puma\000001.jpg,Puma,Genuine,Forever faster
output\Sprite\000002.jpg,Sprite,Genuine,Obey Your Thirst.
genLogoOutput\MnM\000002.jpg,MnM,Fake,"the Milk umber that thawing Hoosier_State your mouth , non Indiana your hired_man"
output\Nestle\000001.jpg,Nestle,Genuine,"Nestle. Good Food, Good Life."
genLogoOutput\YouTube\scal_000003.jpg,YouTube,Fake,spread Yourself
genLogoOutput\Krisspy Kreme\000004.jpg,Krisspy Kreme,Fake,archetype shiny donut
output\Chrome\000002.jpg,Chrome,Genuine,Don't be evil
genLogoOutput\Amazon\scal_000004.jpg,Amazon,Fake,discernment of nature
output\MnM\000001.jpg,MnM,Genuine,"the milk chocolate that melts in your mouth, not in your hand"
output\Mtn dew\000002.jpg,Mtn dew,Genuine,Put a little Yahoo in your life
genLogoOutput\Adidas\scal_000003.jpg,Adidas,Fake,unimaginable follow nix .
output\Mtn dew\000004.jpg,Mtn dew,Genuine,Put a little Yahoo in your life
genLogoOutput\Microsoft\000003.jpg,Microsoft,Fake,lay_down information_technology wholly have gumption .
output\Rolex\000001.jpg,Rolex,Genuine,A Crown for Every Achievement.
genLogoOutput\Nestle milo\scal_000004.jpg,Nestle milo,Fake,The Abang milo_maize comprise incessantly in_that_location to bear you !
output\Android\000004.jpg,Android,Genuine,Be together. Not the same
genLogoOutput\Kfc\scal_000001.jpg,Kfc,Fake,thumb Lickin ' secure .
genLogoOutput\NASA\000004.jpg,NASA,Fake,search the secret of the universe_of_discourse for the welfare of all
output\Peak milk\000004.jpg,Peak milk,Genuine,Everyone has a Peak
genLogoOutput\Heinz\scal_000004.jpg,Heinz,Fake,IT suffer to glucinium Heinz
genLogoOutput\Gillette\scal_000001.jpg,Gillette,Fake,The Best deoxyadenosine_monophosphate humankind dismiss perplex .
genLogoOutput\Honda\scal_000001.jpg,Honda,Fake,The king of woolgather
genLogoOutput\Tiktok\scal_000004.jpg,Tiktok,Fake,relieve_oneself Your day .
genLogoOutput\Marvel\scal_000001.jpg,Marvel,Fake,"no_more man ass acquire every struggle , merely no_more humanity should free_fall without group_A shinny"
output\Lays\000004.jpg,Lays,Genuine,eNoS Lives.
genLogoOutput\Gillette\000002.jpg,Gillette,Fake,The dependable vitamin_A valet toilet grow .
genLogoOutput\Tesla\000003.jpg,Tesla,Fake,burning no-good not gas
output\Marvel\000005.jpg,Marvel,Genuine,"No man can win every battle, but no man should fall without a struggle"
genLogoOutput\Zara\scal_000005.jpg,Zara,Fake,fuck Your trend
output\Tiktok\000002.jpg,Tiktok,Genuine,Make Your Day.
output\NASA\000002.jpg,NASA,Genuine,Exploring the secrets of the universe for the benefit of all
output\Tiktok\000001.jpg,Tiktok,Genuine,Make Your Day.
genLogoOutput\Mtn dew\scal_000002.jpg,Mtn dew,Fake,place group_A niggling chawbacon In your life-time
output\Adidas\000004.jpg,Adidas,Genuine,impossible is nothing.
genLogoOutput\Pay pal\000004.jpg,Pay pal,Fake,"Foster intrust , hold integrity , admirer apiece other , and have from_each_one others ' rear ."
genLogoOutput\YouTube\000004.jpg,YouTube,Fake,air Yourself
output\Mtn dew\000005.jpg,Mtn dew,Genuine,Put a little Yahoo in your life
genLogoOutput\Huawei\scal_000005.jpg,Huawei,Fake,mainland_China suffer forebode
output\Nutella\000001.jpg,Nutella,Genuine,Hazelnut Spread with Skim Milk and Cocoa.
genLogoOutput\Pringles\000001.jpg,Pringles,Fake,"erst you protrude , you Golden_State n't block_up ."
genLogoOutput\Peak milk\000001.jpg,Peak milk,Fake,Everyone hold vitamin_A superlative
output\Apple\000003.jpg,Apple,Genuine,Together is good.
output\Nescafe\000002.jpg,Nescafe,Genuine,It all starts with a Nescafé
genLogoOutput\Tesla\scal_000002.jpg,Tesla,Fake,tan synthetic_rubber not gas
genLogoOutput\Pepsi\000004.jpg,Pepsi,Fake,
genLogoOutput\Pay pal\scal_000003.jpg,Pay pal,Fake,"Stephen_Foster trustfulness , have_got integrity , maven to_each_one former , and ingest for_each_one others ' plump_for ."
output\Twitter\000004.jpg,Twitter,Genuine,What’s happening
output\Nutella\000004.jpg,Nutella,Genuine,Hazelnut Spread with Skim Milk and Cocoa.
output\Gillette\000003.jpg,Gillette,Genuine,The Best a Man Can Get.
output\Pay pal\000002.jpg,Pay pal,Genuine,"Foster trust, have integrity, champion each other, and have each others' backs."
genLogoOutput\MnM\000003.jpg,MnM,Fake,"the milk drinking_chocolate that dethaw inward your back_talk , non indium your helping_hand"
output\Hp\000003.jpg,Hp,Genuine,The Great Tasting Gel!
output\Peak milk\000001.jpg,Peak milk,Genuine,Everyone has a Peak
output\Dominos\000004.jpg,Dominos,Genuine,Avoid the Noid
genLogoOutput\Burger King\scal_000003.jpg,Burger King,Fake,have IT your manner .
genLogoOutput\Chevrolet\scal_000001.jpg,Chevrolet,Fake,find_out unexampled road
output\BMW\000001.jpg,BMW,Genuine,The Ultimate Driving Machine.
genLogoOutput\Oral b\000001.jpg,Oral b,Fake,The magnate soup-strainer Thomas_More dentist function
genLogoOutput\Chevrolet\000003.jpg,Chevrolet,Fake,find_out fresh road
output\Honda\000002.jpg,Honda,Genuine,The Power of Dreams
genLogoOutput\Tiktok\000004.jpg,Tiktok,Fake,name Your daytime .
output\Sprite\000005.jpg,Sprite,Genuine,Obey Your Thirst.
output\Marvel\000001.jpg,Marvel,Genuine,"No man can win every battle, but no man should fall without a struggle"
genLogoOutput\Hp\scal_000003.jpg,Hp,Fake,The cracking degustation gelatin !
genLogoOutput\Google\scal_000001.jpg,Google,Fake,Don_River ’ metric_ton constitute malevolent
output\Chevrolet\000001.jpg,Chevrolet,Genuine,Find New Roads
genLogoOutput\Burger King\scal_000005.jpg,Burger King,Fake,stimulate IT your room .
genLogoOutput\Chevrolet\000002.jpg,Chevrolet,Fake,see novel roads
output\Gillette\000001.jpg,Gillette,Genuine,The Best a Man Can Get.
genLogoOutput\Coca Cola\scal_000003.jpg,Coca Cola,Fake,information_technology 's the very affair
output\Peak milk\000003.jpg,Peak milk,Genuine,Everyone has a Peak
genLogoOutput\Nestle milo\000004.jpg,Nestle milo,Fake,The Abang milo live incessantly there to corroborate you !
output\Oreo\000003.jpg,Oreo,Genuine,Only oreo.
output\Google\000002.jpg,Google,Genuine,Don’t be Evil
output\Nescafe\000004.jpg,Nescafe,Genuine,It all starts with a Nescafé
genLogoOutput\Lays\000003.jpg,Lays,Fake,eNoS life_sentence .
genLogoOutput\Gillette\scal_000002.jpg,Gillette,Fake,The skillful deoxyadenosine_monophosphate humans give_the_axe scram .
genLogoOutput\Gillette\scal_000003.jpg,Gillette,Fake,The well a military_personnel tin set_about .
